English	Inglés
242250607	Agachen la cabeza y no me estorben.
2140777347	Manténganse al margen. Nos encargaremos de ellos.
1638609231	¡Gracias, muchas gracias!
1589117487	He encendido la mecha. Más vale que lance esto ya.
1643089788	He encendido la mecha. Más vale que la tire ya.
1568822276	¡¿Qué diablos?! ¡A por ellos, malditos haraganes inútiles!
434476931	¡¿Qué diablos?! ¡A por ellos, malditos haraganes inútiles!
132910932	Suerte que teníamos más dinamita.
981381405	Suerte que teníamos más dinamita.
1975216237	Creo que con eso basta. Busquemos un lugar donde reunirnos.
1141150704	Vale. Busquemos un lugar donde reunirnos.
2003325372	Por mí vale.
1576105220	Mmm... Parece un simple pícnic. Debería volver al tren.
990742861	¡Alguien ha estado aquí de pícnic! Pero eso es todo. Mejor me vuelvo.
84273769	Pensándolo bien, ¿y si nos tomamos un descanso?
1698751564	¿Y ahora qué? ¿Qué pasa con el tren?
619299078	Todo a su tiempo, Sr. Cooper. Pruebe esto, vamos.
1840322319	¿Una... magdalena? ¿En serio?
2006229049	Mi nueva receta. Estoy buscando... voluntarios que la prueben.
618195600	Ajá. ¿Cuántos voluntarios han sobrevivido a esa receta suya?
1843640598	Es nuevecita, Sr. Cooper. Es usted el primero.
1956162352	Pues no se ofenda, pero creo que prefiero mis raciones.
268397488	Como quiera.
1808341550	Mmm... Triple baño de crema de mantequilla. Un toque de macadamia y anís. Rematado con un relleno de jalea de fresa perfectamente equilibrado.
1498412873	Caramba, todo un entendido en la materia. Vale, deme una.
1366813644	Me temo que era mi única muestra. Perdió la oportunidad.
1392707135	Mmf...
1092787853	Bueno, a lo que íbamos.
766046273	Claro, lo que usted diga.
366179940	Muy bien. Ocupémonos de los demás.
817921335	Lo mismo pienso yo.
1836596718	Imagino que hoy habrá hecho feliz a la Compañía DeVitt.
793788117	¿Cuánto le pagan por un trabajo así?
851137006	Espero que no pretenda sacar tajada.
1837965531	Tranquilo. Ya tengo lo que necesito.
491675002	¿Cambia de transporte?
1841729439	Tengo que llegar a tiempo. Como dije...
724091013	Tengo una cita a la que no quiero faltar.
1683520205	Como quiera.
1183665302	No ha estado mal trabajar con usted, McCoy.
1137118737	Ajá. Si necesita un profesional, ya sabe a quién llamar.
869904866	Buenos días, Sr. Cooper.
1296821262	
81407085	
469042531	
1076983379	Avanza por el tren
447712959	Unos bandidos retienen el tren. Ve a la parte de delante.
2094535640	Hazte con la dinamita
362613368	Coge un cartucho de dinamita del barril que hay en la meseta.
1139826278	Despeja el túnel
308496222	Los bandidos han bloqueado el túnel. Usa la dinamita para despejarlo.
1613884632	Reuníos en el punto de encuentro.
1487124933	Lleva a Cooper y McCoy al punto de encuentro para que terminen el trabajo.
661094834	Roca suelta
1717845166	Esta roca se ve suelta. Sería una pena que le cayera encima a alguien.
220005127	El otro día echaron abajo la casa del viejo William.
327290212	¿Era necesario? ¿Es que no pueden poner las vías entre nuestras casas?
468907971	Céntrate en la partida, ¿eh?
434325556	Yo ya te digo que como vengan los matones esos del ferrocarril a mi casa, se van a enterar.
1240800355	Mierda...
873549268	¿Q-qué puedo hacer por ustedes, caballeros?
492613005	Oh, enseguida estaremos por ti.
344462297	¡Ya sabéis lo que toca! ¡Fuera todos!
483700298	¡Ssí, señor!
1996050564	¡Mira cómo corren!
1927673309	¿Tienes las orejas tapadas?
1784449216	Me estoy acabando mi bebida.
2055948310	Mira, capullo, ahora el pueblo es nuestro. Así que cuando dice que fuera, más te vale...
442865048	Por aquí no nos gustan los alborotadores.
437383994	¡Ajá! ¡¿A quién tenemos aquí?!
941942434	Bueno, ya tenéis el doble de alboroto.
2023323252	¡Hector! ¿Qué tal una ayudita?
1330553353	¡¿Pero qué coño?! ¡¿Otra vez tú?!
739784153	¡Ja, jaaa! ¡Huyen como perros!
1095568786	No los culpo. Los pobres han tenido que mirar tu fea jeta.
1282782173	¡Oh, de nada! Necesitas un trago, y yo también.
521211476	Hector, al tuyo invita la casa.
892411820	Gracias, señorita. Si vuelven esos, llámame.
1488340076	Eh, gracias. Si vuelven esos, llámame.
462607319	Mejor no. La próxima vez te matarán.
1261667122	Que lo intenten.
1646631313	Supongo que ya llevas un tiempo aquí. Has estado cabreando a quien no debías, ¿eh?
1439920483	Es a mí al que cabrearon. Pero ya que estás aquí, podríamos trabajar juntos.
1968501055	Ah, no, a mí en esto no me metas. Yo estoy aquí por Frank.
418117848	¡Rodeadlos! ¡Que no escapen!
556288454	Amigo, ya estás metido. Y además, me debes una.
1217092235	De acuerdo, vámonos de aquí.
265115482	¡Vamos, por detrás!
1753812082	
1016106197	
1138379973	
1974644796	
1399072971	
478499863	
1316634295	
678734013	Más tarde, ese mismo día – Taberna de Flagstone, Colorado
1104443749	Unos días después
718420870	¡Rápido, por aquí!
282643245	Han de estar por aquí, y tenemos todo el tiempo del mundo.
1164791611	Esos tíos van a degüello. ¿Quién narices son?
625254008	Parte de la Compañía DeVitt. Tengo cuentas que saldar con algunos de ellos.
1298661064	¡Vale, de acuerdo! Pero espero que tengas un plan.
1710621721	Eh... ¡Claro!
1710522083	Vayamos a la calle. Nadie nos molestará si nos quedamos entre la gente de aquí, y podremos respirar.
1090916079	Por ahora todo bien. Pero ¿a quién tenemos que «cargarnos»?
743641397	En primer lugar está Jarvis. Todo un tipo duro. Ahora mismo está en ese patio intentando montar en el toro del pueblo.
465329894	Luego está Wild Marge. Está en la primera planta del burdel de Flagstone, bebiendo whisky y viendo a las chicas bailar.
174165267	Después está «el Duque». Está de ronda con sus lameculos, yendo y viniendo por la calle de la iglesia. 
1314266132	Y por último está el capataz, McBane. Un auténtico capullo. Mandó a sus hombres cargarse medio pueblo para no tener que dar un rodeo. 
1883399229	Así que nos deshacemos de ellos, volvemos a la taberna y nos acabamos los tragos.
354756553	Como plan es una birria, Hector.
1477743624	¿Por qué crees que te esperaba?
1977264724	Vale. Acabemos con esto.
1859777443	¿Seguro que están aquí, Murdock?
655992159	No se nos pueden haber escapado.
50795188	¿Qué pasa cuando aparezcan?
535869234	Les pegamos un tiro y volvemos a la taberna.
969948446	Joder, me está entrando sed, Murdock.
964505631	No pueden esconderse eternamente, Sam. Estate al quite. 
1606933793	Yo digo que es hora de usar a Bianca.
1381111512	¿Aún vas a todas partes con eso?
961267106	Tengo una reputación que mantener.
1164823537	Muy bien, preciosa. Hagamos que alguien venga a que lo abraces.
2073897713	No me gustaría ser ese tipo.
139277608	¿Ves? Esa chica nunca me decepciona.
967180754	Buen tiro. Sabía que hacía bien en traerte.
936538598	Me alegra que cumpla tus expectativas.
1487837025	¿Has acabado de pavonearte?
1398203994	Alguien tiene que hacer las cosas aquí.
641296365	Creo que te han crujido unos cuantos huesos.
840216268	¡Anda ya, amigo! ¡Estoy como si tuviera 20 años!
1872296638	Recuerda, el grandullón déjamelo a mí, que ya había podido contigo.
1981178347	Todo tuyo.
568409435	Debería haber dejado que me acabara el trago.
1932523298	¡Ja! No es tu día de suerte, ¿eh?
1768942864	Ya estamos fuera. Relájate.
450923163	No hace falta esconderse.
1511639709	¿Quién es el siguiente de tu lista?
429389325	¿Quién es el primero de tu lista?
99315968	¿Y si los matamos en el orden que queramos?
1852126838	Menudo plan el tuyo.
385726871	Demasiados guardias para un corral trasero.
2129972192	Jarvis y sus hombres andan por aquí. Seguro que vuelve a estar con el toro.
1962085150	Pues no llamemos la atención en cuanto entremos.
1152530045	¡Es indignante! ¡No pueden destrozar mi casa como si tal cosa!
241605746	Órdenes de la compañía. Las vías tienen que pasar por aquí.
1069749397	¡Al diablo su compañía!
2061009579	Me está volviendo loca. Parte de mí solo quiere hacer las maletas y largarse.
1612044536	Ayer estuve mirando en su cajón. ¿Sabías que tiene láudano ahí?
1055833194	¡No me digas que te va eso!
247554796	¡Oh, claro que no! Pero me preguntaba de quién lo hemos sacado.
1839984841	¿Conoces al doctor Harold? A veces, cuando no puede pagar, se trae una botella de su alijo.
848744463	¡No! ¿En serio?
734518430	Joder, mira esas paredes. Josh es un cero a la izquierda, no podría usar un martillo para juntar dos tablones ni aunque le fuera la vida en ello.
958228402	Ya. Es mirarlos y caérsete encima. Es lo que le pasó a Billy el otro día.
118267129	Joder, lleva así todo el día.
123783945	Te digo yo que va a matar al pobre bicho de agotamiento, a menos que este lo pisotee.
1120349955	Ese toro estúpido es como una caja de dinamita.
235694989	¿Recuerdas cuando nos lo trajo tu primo y mi chico le tiró unos guijarros? Un día de mierda...
1915388645	Yo pensaba que todo esto sería bueno para el pueblo.
1736913974	Lo contentos que estábamos cuando el alcalde nos dijo que vendría el ferrocarril. Y ahora...
1438218330	Es por el tío que lleva la compañía. Sí, quiere que desaparezcamos. Le importamos un carajo.
1235977052	Ya, y ¿te has enterado de lo que le hicieron al viejo William?
6558978	Últimamente oigo de todo. ¿Y tú qué?
1794071182	Ya sabes que el alcalde Higgins se casa mañana con la Srta. Kate.
301471330	Sí, pobre chica. Ese hombre es un cerdo.
886425050	Seguro que va a por su dinero.
1677873621	¡No digas eso!
80192741	Lo normal sería que cuidara más el tema del dinero.
1135368470	Ya te digo, el alcalde Higgins va a gastarse un pastón en la boda. Me compró casi la tienda entera. 
656289935	Hace años que le va detrás a Kate. Seguro que todo esto lo tenía pensado por si al final aceptaba.
303879504	¡Ja! ¡Como con Suzanne! ¿Te acuerdas de cuando aquel buscador de oro quería casarse con ella?
1294148656	Sí, ya, pero no sé yo cómo va a acabar esto.
251907330	Ya. ¿Sabes el tipo ese que vino con los trabajadores? Ahora está con el alcalde, ¿no?
611456286	Oh, ese tiene unos ojos como sin vida. Me echó una mirada al pasar, que casi me cago.
1284719727	Maldito sea el alcalde por traer a esa gente aquí.
2065455987	¡Pues sí! Sí. ¿Qué hay de Betty? ¿Es cierto lo de que enfermó?
2051936206	Pero no le dijeron a nadie que la tiraban abajo. Pobre gente.
1459256018	Pues yo creo que el ferrocarril es algo bueno.
1540856498	Quieren que nos marchemos, Earl. ¿Es que no lo ves?
1125952649	Las vías pasan por delante de mi tienda. Tal como yo lo veo, es bueno para el negocio.
260168679	Vergüenza debería darte.
2139771842	¿Te enteraste de lo que pasó el otro día con la campana de la iglesia?
171777025	Sí. Tú imagina que hubiera caído en domingo, con medio pueblo ahí debajo.
682214325	No quiero ni pensarlo...
1355221049	Ah, un cliente. *ríe*
1932236038	Deje que le tome las medidas. *ríe*
122688935	Jaqueca, ¿eh? Tome un poco de whisky.
210796653	¿Dolor en el pecho? Un poco de whisky.
1361162606	¿Le han pegado un tiro? Conozco el remedio: un poco de whisky.
1550926584	¿Problemas con las mujeres? Un poco de whisky.
182259747	¿Se siente insignificante en el vasto vacío de nuestro universo en constante expansión? Un poco de whisky.
1744955242	¿No le queda whisky? Lástima.
283509717	Oh, hola, guapo.
2136886490	¿Sigues aquí, guapo?
68530541	Bienvenido a Flagstone, vaquero.
1658486925	¿Qué tal, vaquero?
1185929498	¿Eres un pistolero?
269530303	Bienvenido a Flagstone, grandullón.
719554718	Mmm... Hola.
127549407	Eh, grandullón.
929547097	Hola, vaquero.
1844286634	Un pistolero, ¿eh?
160532248	¡Ah, hola!
368800716	Hola, hombretón.
967592717	Oh, ja, ja.
1497368542	Eres enorme.
1869276301	Aparta.
1467788421	¿Qué puñetas estás mirando?
807605220	¿Qué?
1321739430	¿Q-qué quieres?
208098876	A-apártese, señor.
1316482225	¿Q-qué?
613580046	Aparta.
2385115	¿Qué miras?
1774966609	¿Qué cojones...?
670040870	¿Qué diablos quiere?
1861377146	Quítese de en medio.
1910319475	¿Qué coño...?
66447633	Veo que ha llegado.
239742081	Solo curioseaba.
1454583597	Nos vemos luego... O no.
1549815304	¿Disculpa?
1861490142	¿Estamos?
593728846	Estoy intentando escuchar.
1251247827	¡Ja! ¡El tío convencido de que puede montarlo!
1012726449	¿Así que os peleasteis y ahora quiere verte muerto?
868584661	Se ve que Jarvis lleva dale que te pego todo el día con el toro.
444350566	Ya sabes lo que pasa. Hay tipos que no pueden dejarlo estar. Como aquella vez en El Paso.
864913954	Je, como se cabree el toro, lo pasaremos pipa. Como aquella vez en El Paso.
1863617101	Más bien como todas las veces en El Paso.
392132413	¡Enséñele a ese toro quién manda, jefe!
954104016	Oh, el cabrón se va a enterar, ya verás.
1743065594	¡No se achique, jefe!
484357500	¡Solo estoy calentando, ¿vale?! A la próxima será mío, fijo.
2119554904	Ese toro no tiene nada que hacer, jefe.
135762165	Puedes estar seguro. ¡Soy el mejor!
1296674087	Oye, pues Jarvis no era para tanto.
1934746503	Ya nos hemos pulido a Jarvis. Le dije que lo dejara estar.
1028846366	Ya va uno. A por el siguiente. ¿Te diviertes?
210201627	Un montón.
1920493164	Uno menos, quedan tres. Me metes en cada follón...
1025778135	En peores hemos estado.
926318647	Parece que el local está cerrado.
968863431	El burdel. Desde que lo controla Wild Marge, la gente del lugar no puede entrar.
1016228655	Pues pasando de la puerta de entrada. No hagas ruido. Busquemos otra forma de entrar.
773411105	Por aquí.
171969419	Eh, Cooper. Baja.
1804048600	Desde aquí podemos meternos en el burdel. No hagas ruido.
907428322	No veas, el burdel. El mayor edificio del pueblo.
687956115	Este sitio me recuerda al de Deadwood.
660765928	Hay muchos burdeles en Deadwood.
304923026	Ya sabes, ese del que me echaron.
1197440159	Eso no ayuda.
785732256	Pues ya estamos dentro. Bonito lugar.
1122523221	No será fácil llegar hasta Marge. Está en el piso de arriba.
456580536	Siempre hay un modo.
646414453	¡Moza! ¡Más whisky!
1685343001	V-voy a buscarlo.
287534887	¡Más whisky! ¡Espabila!
1492091083	¡Sí, señora!
726987380	Déjalo estar. Ve a por el whisky.
1120377451	C-claro, lo siento, iré a buscarlo.
687649935	¿Qué quieres?
1652250045	¿Tú qué crees? Whisky para la señora.
449459114	Vale, sube.
978446912	¿A qué vienes?
1332490340	¿En serio? Quiere más whisky.
118126660	Muy bien. Puedes subir.
2042492765	Su whisky, señora.
1886486558	Joder, ya puestos...
993296811	Aaah... Qué bueno.
1640929120	Mmm... Solo un traguito.
1147999977	Mmm... Oh, sí.
472276261	Mmm... Tal vez podríamos echarle algo al whisky.
1938203517	Eh, amigo. ¿Crees que podríamos hacerle algo al whisky?
40499276	Je, podría echar mi whisky ahí dentro.
1989642541	Necesitaremos algo más fuerte si queremos matarla.
1690003240	Aquí hay una botella de...
1357892389	Eh, amigo. ¿Qué pone en esta botella?
1726962301	¡Láudano! Si te pasas con eso, es prácticamente veneno. Pillémoslo.
533733250	¡Meh! Si tú lo dices...
518116007	Salud.
785736607	Lástima de whisky.
1823097407	No sé yo, amigo. Si matas a alguien, has de mirarlo a los ojos.
1681482582	¿Como cuando usas esa enorme trampa para osos tuya?
1806652712	¡Eh, a Bianca déjala en paz!
1586455645	Qu... Algo no...
964256332	¡E-eh! ¿Qué pasa? ¡Ayuda!
408677718	¡¿Qué coño?!
1892649360	¡Mierda! ¡Está muerta! Puede que haya sido el whisky...
1721722381	¡Debo avisar a los demás!
433108508	Adiós, Wild Marge.
772149685	Chao, Marge.
1399763221	Vale, ya llevamos dos.
653569855	Ya van dos. No me digas que no es divertido.
247807550	Bueno, al menos ya falta la mitad.
1656128365	¿Veis? Estamos haciendo algo de valor en este pueblucho. Así se hace.
1400404384	Sí. Así es, señor. 
1286619312	Tiene toda la razón, señor.
531548043	Fijaos bien. En un par de meses, este será un sitio civilizado.
1124638527	¡Por suerte, señor! 
852984072	¡Qué ganas de que ocurra, señor! 
399513694	Ja... Una iglesia en un lugar dejado de la mano de Dios. Qué icónico.
169776797	Esto... Señor, creo que se dice...
322456581	¡Cállate, Jeremiah! Te matará.
444461650	Nos hemos reunido aquí porque nuestro buen amigo Bill ha fallecido, aplastado por un muro que algún idiota no construyó como es debido.
