English	Englisch
1740614320	Was geht hier vor?
134435750	Aus dem Weg, Hector.
43231532	Aufhören, alle beide!
1901925498	Hör zu, Amigo.
1045394329	Wenn du da alleine reingehst, wirst du genauso enden wie dein Va...
858015093	Hector!
816542941	Was zur Hölle ...?!
15435487	Verdammt, was ist los mit dir, Cooper?
1042226063	Versteckt euch.
1586046057	Zur Hölle mit dir. Zur Hölle mit dir!
204539558	
1109648303	Bist du sicher, dass das funktioniert?
2046392709	Der Boss hat meistens recht. Bleib ruhig und erledige deinen Job.
1119489170	Große Lieferung dieses Mal. Was ist das alles für ein Zeug?
381651621	Geht uns nichts an. Wir stehen nur Wache, das ist alles.
794947815	Ich könnte schwören, ich hätte einen Schuss gehört.
1699866449	Beruhige dich. Das ist nur der Regen, der dich nervös macht.
2076189073	Gottverdammt, diese Warterei bringt mich noch um.
23012361	Hey, immerhin stehst du geschützt. Ich muss hier draußen stehen.
656508474	Mann, der Boss flippt aus, wenn er das sieht.
686673691	Ja, aber sag das nicht Frank. Der will seine Ruhe.
762279672	Ich kann das Ding nicht alleine zurück ziehen. Du musst es Frank sagen.
321174819	Glaub mir, Kumpel. Im Augenblick solltest du ihm wirklich nicht damit kommen.
300423727	Sieh doch, es bewegt sich kein Stück. Kannst du mir hier vielleicht helfen?
61241591	Ha! Nein auf gar keinen Fall. Du hast das verbockt, du biegst das wieder gerade.
70587762	Willst du wirklich nicht helfen? Der Boss ist bestimmt bald hier.
1011506189	Ist nicht mein Kopf auf dem Schafott, also beeilst du dich besser.
1797514472	Nein.
1917057043	Das ist falsch.
1760949520	So nicht.
1098764162	Seid ruhig, ja?
1953084981	Nicht mal in Ruhe rauchen kann man.
1609886027	Habt ihr Spaß da hinten?
954257301	Hallo, Frank.
224421558	Du bist groß geworden, Junge.
196362913	Ein bisschen dünner als dein Vater, aber alles in allem nicht übel ...
1351876617	Wie lange ist es schon her? Zehn Jahre? Fünfzehn?
2051399708	Du wirst alt.
326573527	Vielleicht.
1648785514	Ich frage mich, was er sagen würde.
346461861	Du lebst von Dreck und Blut und machst dir einen Namen ...
1049010232	Genau wie wir damals.
1161837714	Bist du fertig? Ich hab nämlich nicht den ganzen Tag Zeit.
59352447	Also gut, Junge ...
1689389748	Mal sehen, wie weit du gekommen bist.
1856970436	
2115571404	Gnh ...
632140661	Du bist schnell, Junge.
987480715	Genau wie dein Vater.
2096777083	Es reicht!
1454144765	Frank! Wie ich sehe, verfällst du in alte Gewohnheiten.
924815410	Ich bin etwas überrascht, Sie hier zu sehen, DeVitt.
1561106598	Nun, ich muss meine Investitionen beaufsichtigen.
609407692	Und dieser Mann hat mir in letzter Zeit viel Ärger gemacht.
1128086836	... Dann bist du also das reiche Arschloch.
822621	Charmant.
845007003	Was ist mit den Anderen?
769165645	Vier sind gefangen. Der Marshal ist entkommen.
1814878794	Entkommen?
872656828	Wir werden ihn kriegen. Keine Sorge, Sir.
1463726551	Gut, dann verschwinde jetzt.
1639818221	Ich beneide dich wirklich nicht, dass du dich mit solchem Abschaum abgeben musst.
1141387201	Ach, das ist gar nicht so schlecht. Aber ich bezweifle, dass Sie das verstehen.
1303454431	Das muss ich auch nicht.
1666716055	Immerhin habe ich dafür dich.
1352388126	Tja.
1330111570	Also, was soll jetzt mit dem Jungen passieren?
1711981189	Wir können so gutes Material doch nicht vergeuden.
1683647250	Er wird sich in den Minen zu Tode arbeiten.
710916016	Zusammen mit seinen Freunden.
1535498807	Du kleines Stück Sch...
1405023782	... argh ...
528193204	
660651684	Pier 9 erreichen
105618621	Versammle alle am Tor von Pier 9.
708988117	Frank stellen
1295369277	Jetzt oder nie. Begib dich zum Bug und stelle dich deinem Schicksal.
1937582108	Verkleiden
864823784	Kate hat ihre Verkleidung verloren, während du weg warst, aber sie kann sich im Red Lantern Ersatz besorgen.
1554793200	Pech, Junge. Sieht ganz danach aus, dass ihr beide heute nicht nach Hause geht.
1390422920	Er ist nur ein Kind, Frank.
1968294381	Hm ...
375900236	Willst du mir etwa sagen, was ich tun soll?
503009039	Nein ...
1699198032	Gut.
1678548162	Hätte ich auch nicht gedacht.
927477867	Wirf sie in den Canyon, wenn du fertig bist.
972936722	Junge.
1836426505	Wie heißt du, Amigo?
1162383724	John ...
963361016	Ich bin Hector.
718244975	
1124817653	Hrm ...
1518677183	Tut die Schulter noch weh?
723975603	Pah. Zwickt nur ein wenig, das ist alles.
412202818	Aber wenn ich hier nicht bald rauskomme, ...
1788194199	... dann bring ich jemanden um.
1980473239	Reiß dich zusammen. Wir warten bis zur nächsten Pause.
411261535	Ich muss schon sagen, dein Plan ist ziemlich wild.
397717578	Ich habe von dir keine besseren Vorschläge gehört.
718915319	Was ist mit dem Dynamit?
962328600	Ich habe improvisiert.
134545727	Was soll mir das sagen?
1785411874	Erkläre ich gleich.
1383298195	Nur um sicher zu sein, kannst du den Plan noch einmal durchgehen?
1914360102	Herrgott nochmal ...
1387381225	
682609609	Gut. Zuerst nehmen wir unsere Siebensachen.
622664446	Die sind in den Kisten im oberen Lager.
2069419911	Dann knacke ich das Schloss am Tor, damit wir raus können.
83151862	Sobald wir draußen sind, werden wir das Dynamit besorgen.
982644464	Äh, gut. E-Es ist in dieser Lore. Und äh, eigentlich kein echtes Dynamit.
402154637	Wovon redest du da?!
148836862	Ich konnte kein Dynamit finden, daher habe ich eine Lore mit Schießpulver gefüllt.
81531990	Willst du mir erzählen, dass wir eine Lore den ganzen Weg zum Tor schieben müssen?
1876785264	Hey. Das ist leicht. Wir zünden es einfach an, und bumm. Hehe.
769820168	Deshalb arbeite ich nicht mit Amateuren.
1079857917	Wir dürfen Kate und Cooper nicht vergessen. 
685322981	Richtig. Die haben sie gemeinsam in diese Käfige gesteckt.
254165553	Wollt ihr diesem Trottel wirklich helfen?
2124535496	Ich werde Cooper nicht zurücklassen.
712071934	Ist mir auch egal.
1257884965	Also gut, Ladys, Zeit für eine Pause. Am besten macht ihr euch für die nächste Schicht frisch, hehe.
2044414984	Okay, das ist unser Einsatz. Jetzt nur nichts verpatzen.
1746633762	Wurde auch Zeit.
142070457	Verdammt, bin ich erschöpft.
1301970097	Danke noch mal, dass ihr mich zusammengeflickt habt. Ihr beide seid ein gutes Team.
1901138926	Ist das so?
1112127556	Gern geschehen, Hector.
1828505974	Das ist aber ein heftiges Schloss.
654581953	Abgeschlossen. Wie hätte es auch anders sein sollen.
44168461	Ich werde meine Dietriche brauchen.
27612010	Wenn sie die Arbeit verweigern, erschieß einen von ihnen. Es kommen immer noch mehr.
539013740	Ja, aber das gibt vielleicht Ärger. Irgendein Marshal hat die Ohren aufgesperrt.
1648501021	Und? Was haben wir hier draußen denn mit dem Gesetz zu tun?
62545439	Aber wenn sie das hier finden?
895602896	Dann lassen wir sie auch arbeiten, haha! Und jetzt gib mir die Flasche!
742778618	Was sagst du, Doc? Gehen wir rein?
1973847347	Sollen wir einfach vorne reinspazieren?
380420779	Es gibt andere Möglichkeiten hineinzugelangen.
460242170	In Ordnung, ich bin drin. Jetzt nur kein Lärm.
1698589942	Wir sollten leise sein.
1138515417	Geschafft. Jetzt müssen wir das richtig anstellen.
320200121	Schön, dass du noch bei uns bist, meine Süße.
1859915880	*miaut stolz*
171464383	Der Große? Hältst du mich für dumm?
1439672168	Der Kerl hat die Reise mit einer Schulter voller Blei überstanden.
849787582	Ach, Unsinn.
1666976715	Außerdem hat der Cowboy ihn angeblich angeschossen.
702008517	Diese verdammte Klapperschlange. Du weißt, warum sie ihn in einen Käfig gesteckt haben, ja?
602685612	Bianca! Ich hab dich vermisst, mein Mädchen.
1036057740	Offenbar ist alles in Ordnung.
213539764	Da bitte ... Ein paar Blätter sind noch frisch genug.
1761626187	Was ist mit Coopers und Kates Habseligkeiten?
2037177346	In meiner Tasche.
1680928210	Wir sollten uns einfach nur unauffällig verhalten. Ich möchte unnötigen Ärger vermeiden.
1334023768	Vorsichtig jetzt.
872089983	Jetzt die Lore.
282395675	Mittagszeit, schätze ich.
925958440	... mmh, Bohnen.
583741473	Ich könnte jetzt auch eine warme Mahlzeit gebrauchen.
1066933449	Dafür haben wir keine Zeit. 
147356723	Eine Lore, genau wie vom Arzt empfohlen.
486357128	Hey, Doc, da ist die Lore.
1592873871	Jeder von uns kann die Lore schieben.
1144938845	Gut zu wissen.
1716104162	Wir brauchen noch die Lore.
929155596	Hey, nicht die Lore vergessen.
241452100	Hey, was ist mit der Lore?
933936963	Uff ... Da bitte.
1162401160	Uff ... Leichte Lore, hat er gesagt.
1992285649	Hrm ... Ha, leicht.
304649958	Und ... was machen wir jetzt?
880749737	Was machen wir jetzt?
906973344	Jetzt müssen wir die Weiche stellen. Mit den Hebeln.
16619315	Na bitte.
1056984587	Das klappt.
751886073	Nächster Halt: Cooper und Kate.
1705464109	Wie auch immer.
737916266	Der Fluss.
1149090533	Ah, der Fluss.
490839473	Hier haben mich die Mistkerle Gold waschen lassen.
257591643	Dafür kannst du Cooper danken.
1995265388	Das Kohlebergwerk.
1732852213	Durch das Kohlebergwerk, hm?
349144287	Pah ... Das ist die letzte Lore, die ich hier durch schiebe.
889883823	Immer noch besser, als im Fluss Gold zu waschen.
1740639474	Weitermachen.
1659033132	Vorwärts.
1496730585	Wir haben noch einiges vor uns.
364715046	Zusammenreißen.
105590931	Du wärmst mir das Herz, Schätzchen ...
1957716404	Wir liegen gut in der Zeit.
992856966	Ich hätte nie gedacht, dass wir so weit kommen.
1955750412	Noch sind wir hier nicht fertig. Beeilung.
1164112676	Ich kann es kaum erwarten, das alles hinter mir zu lassen.
853281247	Da sind wir schon zwei.
1701080708	Der Steinbruch.
1203525766	Da ist der Steinbruch.
105902143	Arme Kerle. Wo die wohl alle her sind?
1955909627	Das juckt mich nicht.
303214725	Was zum Teufel ist los mit dir, McCoy?
2120924583	Wichtig ist nur, hier rauszukommen.
931207961	Mir fehlt mein Zuhause.
410687283	Aah, mein Rücken.
2042784179	Ich hab solchen Durst.
1214247506	Ich halte es nicht mehr aus.
73144754	So müde.
974745439	Ich sollte nicht hier sein.
2006975240	Mistkerle.
1562693169	So hungrig.
991631486	Das ist ungerecht.
230285399	Ich will nicht ausgepeitscht werden.
298285414	Mir ist schwindelig.
847466416	Das hört nie auf.
601174856	Verdammte DeVitt Company.
1496956927	Haben Sie vielen Dank.
756661453	Bleibt mir nur aus dem Weg.
1810550559	Verstecken. Auf den Knall warten. Dann laufen.
788094147	Wir werden das Tor in die Luft jagen. Wartet bis dahin hier.
292568247	Verstanden.
528986580	Das sind Cooper und Kate.
159653377	Ich kann die anderen sehen.
1081918118	Da sind die Käfige.
1946844100	Ich werde die Schlösser knacken.
513353119	Wenn du was zu sagen hast, dann sag es.
1408733202	Es gibt nichts mehr, was gesagt werden muss.
1374245676	Das kommt davon, wenn man sich danebenbenimmt.
900880699	Gemütlich da drin?
978215797	Ich bin überrascht, dass du mich rauslässt.
795095938	Nimm dir deine Sachen.
402906484	Klar. Danke.
123389086	McCoy. Hol mich hier raus.
314588434	Ich glaube, das gehört dir.
1361774041	Verschwinden wir von hier. Ich hab genug.
880777560	Hector.
174451128	Cooper.
1799230920	Wir unterhalten uns später.
351677477	Und ob.
846142708	Hgn ... verdammt.
1826544707	Ich muss langsam machen.
245698559	Wie lautet also der Plan?
349376903	Halt einfach die Klappe und lass die Klügeren von uns das klären.
1193466608	Tja... das hab ich verdient. Ich komme nach.
526041900	Hm ...
1150084086	Äh ...
318572992	In diesem Fass ist noch mehr Dynamit.
1914256320	Willst du mir erzählen, wir brauchen die Lore nicht?
895806806	Die Lore brauchen wir trotzdem noch. Aber es könnte helfen, den Weg frei zu machen.
257922434	Das ist die Stelle.
1369993607	Endlich ...
148106665	Lasst mich den Schuss abgeben.
605008668	Wir müssen immer noch Cooper und Kate rausholen.
87181883	Moment. Wir brauchen die anderen.
294584919	Nein. Wir sollten zuerst die anderen holen.
1710937578	Noch nicht. Die anderen sind noch eingesperrt.
1586099081	Also gut, verschwinden wir von hier!
1302353218	*gähnt*
1481639880	Hmpf!
1641689256	Langsam, Freundchen.
815690801	Wo geht es zum nächsten Bahnhof?
1520189872	... die Straße entlang ... ein paar Meilen ...
1444952461	Hmpf!
757917807	Vielen Dank.
1469280115	Du hältst nie still, was, Schätzchen?
414423421	Tja, er hat schlechte Laune.
170833790	Kann ich ihm nicht übel nehmen.
398258641	Wir sind lebendig rausgekommen, oder?
1464183184	Ja ... toll ...
2067100331	Also gut, Amigo, machen wir eine Pause.
140528692	Vielleicht könnten wir jetzt alle eine kleine Pause gebrauchen.
2137458313	War ja klar.
228112047	Was hast du vor?
140857790	Nehmt es mir nicht übel ...
1512706557	... aber ich denke, es wird Zeit getrennte Wege zu gehen.
146657652	Das soll wohl ein Scherz sein!
1643751326	Nach all der Scheiße, die wir durchgemacht haben?
267919344	Genau.
736689095	Und wessen Schuld ist das, hm?
1697823096	Gut, gut ...
169205430	Ich dachte, du hättest ein Fünkchen Anstand in dir, McCoy.
1110419048	Und ich dachte, du wüsstest es inzwischen besser.
730467693	
1953153072	Deine Ausrüstung zurückholen
2013642566	Deine Werkzeuge werden im oberen Lager aufbewahrt. Gefangene haben da oben keinen Zutritt.
8469579	Hectors Ausrüstung
1153542495	Schnapp dir Hectors Ausrüstung aus der Kiste.
712349743	Docs Ausrüstung
704782047	Schnapp dir Docs Ausrüstung aus der Kiste.
789078812	Isabelles Ausrüstung
267005513	Schnapp dir Isabelles Ausrüstung aus der Kiste.
1347083076	Die anderen befreien
2008741532	Cooper und Kate wurden in Käfige gesteckt. Knacke mit Doc die Schlösser und befreie sie.
1199039024	Cooper befreien
472209626	Knacke mit Doc das Schloss von Coopers Käfig.
1035068155	Kate befreien
115075245	Knacke mit Doc das Schloss von Kates Käfig.
1538004971	Das Haupttor sprengen
1142209649	Stelle die Lore vor dem Haupttor ab und jage es in die Luft.
468192995	Die Lore schieben
985713034	Schiebe die Lore, bis du das Haupttor erreicht hast.
913558866	Die Lore besorgen
230899577	Hector hat die Lore mit Schießpulver gefüllt. Damit kannst du den Weg nach draußen frei sprengen.
1454500394	Überall wimmelt es vor DeVitts Leuten.
353737539	Sie müssen irgendwie Wind bekommen haben.
881422973	Ha. Und was jetzt?
312383462	Ich werde mir mal den Bahnhof ansehen.
443807117	Du kannst da nicht alleine hingehen.
49673994	Und dieser tolle Hinweis aus deinem Munde.
1966751667	... Scheiße ... 
2123009360	Ich werde ihr helfen.
1184118288	Du bleibst hier.
1227497301	Danke, Partner.
1961560632	Lass mich mal das Bein ansehen. 
620830554	Gnah ...
1454863047	Hector geht ziemlich nachsichtig dir um.
1430399952	Wir sind alte Freunde.
502689933	Eine merkwürdige Freundschaft, wenn du mich fragst.
2084580164	Gah!
2014953396	Er weiß, wie das ist.
1616148156	Es bringt nichts, jemand anderes mit meinen Problemen zu belasten.
401213547	Vor allem nicht sie ...
337040815	... Gnah ...
670873602	Weißt du ...
608753376	... Egal, wie oft ich diesen Unsinn schon gehört habe, ...
991958001	... was gebracht hat er noch nie.
1818908759	ARGH!!!
957506317	Bist du sicher, dass das hilft?
811291948	Ich richte nur den Knochen.
681930907	Okay, aber wa...
1290480501	... Hmpf!
1800396173	Leg dich ein Weilchen hin.
1057051765	... mh ...
410121482	
273736257	Hey, Kate!
692945523	Komm schon. Warte auf den alten Hector.
96673601	Und, wie sieht es aus?
1915909382	Nicht so gut. Schau zu.
178729337	Da kommt der Zug.
969856639	Hey, warum hält er nicht an?
1894833642	Die haben wohl einen Befehl bekommen.
1699942712	Wenn wir mitfahren wollen, müssen wir uns wohl etwas ausdenken.
1782148420	Richtig. Äh ... Irgendeine gute Idee?
2110073007	Tja ...
740678377	Wir könnten Vieh auf die Schienen treiben. Dann müsste der Zug anhalten.
916920895	Und wie sollen wir das anstellen?
1271533937	Wir könnten den Tieren Angst machen, mit einem Feuer an dem Strohdach zum Beispiel.
903675889	Äh, klar. 
1268755401	Was ist mit dem Planwagen?
1203879636	Den könnte ich auf die Schienen schieben.
939575221	Sieht mir ziemlich schwer aus.
2126890189	Ach komm. Das schaff ich doch ... glaube ich.
207599633	Nun, wenn das unsere Optionen sind, dann würde ich mich in einer Verkleidung viel wohler fühlen.
594603374	Egal, legen wir los. Ich möchte keine Sekunde mehr in diesem verdammten Loch verbringen.
354720800	Vorsicht. Du willst doch nicht überrollt werden.
1651932391	Klar, aber vielleicht können wir ihn als Deckung nehmen.
1239211830	Beeilung. Der nächste Zug kommt durch.
1688956331	Hast du ihn gefunden?
267081196	Noch nicht. Ich bin sicher, dass ich ihn irgendwo hier verloren habe.
533668900	Wie zum Teufel kannst du einen Goldzahn „verlieren“, du Dumpfbacke? 
1344476213	Der Zug kommt. Beweg deinen Arsch von den Schienen.
1593569900	So, wie konntest du ihn also verlieren?
1727713983	Bin mit dem Kopf auf die Schienen geknallt, Herrgott!
1888250129	Was? Wie? Wie zum Teufel ist das denn passiert?
1455771679	Zug. Zug! Komm schon, Bewegung!
142048326	So jetzt sag schon, wie zum Teufel hast du deinen Kopf auf die Schienen gehauen?
1825482064	Ich war betrunken, okay? Jetzt halt die Klappe, ich brauche meinen Goldzahn. Gottverdammt.
2113775609	Hehe, war ja klar.
1467008996	Ha ... Puh. Ich bin völlig durchnässt. 
1955545827	Schon erschöpft? Komm schon, ich zeig dir, wie man das macht.
1765165076	Hey, Scheiße! Du verteilst die Erde ja nur!
381237179	Meinst du, du kannst das besser? Nur zu.
628505397	Ha! ... Jessas ... Hilf mir mal.
271460853	Hehe, du schnaufst wie meine Oma.
