English	angielski
384432610	<skill>Psy</skill> potrafią wywęszyć postaci nawet wtedy, gdy te kryją się w krzakach lub za osłoną./nKiedy pies wywęszy postać, zaatakuje ją i zacznie <skill>szczekać</skill>, co przyciągnie innych strażników./n<skill>Psy</skill> potrafią również rozpoznać Kate, nawet kiedy jest przebrana.
1542545570	Derringer
589642151	Kate może strzelać do strażników ze swojego Derringera./nZasięg tej broni jest niewielki, lecz hałas, jaki wydaje, również.
774016983	Kontrola umysłu
111091774	Isabelle może użyć <skill>kontroli umysłu</skill> na wrogach./nMożna im rozkazać <skill>zaatakować</skill> innych przeciwników oraz wejść w <skill>interakcję</skill> z obiektami./nAkcje kontrolowanych strażników nigdy nie powodują <skill>podniesienia alarmu</skill>, lecz jeśli wzbudzą czyjeś <skill>podejrzenia</skill>, zostaną oni zaatakowani.
1381139210	Isabelle może użyć <skill>kontroli umysłu</skill> na wrogach./nMożna im rozkazać <skill>zaatakować</skill> innych przeciwników oraz wejść w <skill>interakcję</skill> z obiektami./nAkcje kontrolowanych strażników nigdy nie powodują <skill>podniesienia alarmu</skill>, lecz jeśli wzbudzą czyjeś <skill>podejrzenia</skill>, zostaną oni zaatakowani.
145657864	Bieluń
561717325	Isabelle może użyć umiejętności <skill>Bieluń</skill>, by <skill>uleczyć</skill> się, naciskając {0}.
637479073	Isabelle może użyć umiejętności <skill>Bieluń</skill>, by <skill>uleczyć</skill> się, wybierając ją w kole umiejętności i naciskając {0}.
648873026	Połączenie
104247868	Isabelle potrafi <skill>połączyć</skill> dwie dowolne postaci. To, co zdarzy się jednej z nich, wpływa również na drugą./nDaje to dużo możliwości rozwiązywania problemów, więc nie bój się eksperymentować!/n(Pamiętaj: by zerwać połączenie, użyj umiejętności na kimś, kto jest już połączony).
2127908959	Isabelle potrafi <skill>połączyć</skill> dwie dowolne postaci. To, co zdarzy się jednej z nich, wpływa również na drugą./nDaje to dużo możliwości rozwiązywania problemów, więc nie bój się eksperymentować!/n(Pamiętaj: by zerwać połączenie, użyj umiejętności na kimś, kto jest już połączony).
1527846203	Stella
369625641	Isabelle może wysłać swoją kotkę, <skill>Stellę</skill>, by odwróciła uwagę wroga na kilka sekund.
403734131	Isabelle może wysłać swoją kotkę, <skill>Stellę</skill>, by odwróciła uwagę wroga na kilka sekund.
389584167	Ślady stóp
970518927	Postaci zostawiają ślady, chodząc po błocie i piasku. Strażnicy podążają za śladami, więc uważaj na nie.
1446458937	Płytka woda
97485671	Chodzenie w płytkiej wodzie powoduje hałas, więc uważaj./nBieganie jest głośniejsze niż chodzenie lub poruszanie się w kuckach.
1057120260	Ruch kamery /n {0}
1268121818	Ruch kamery/n {0}
1997712746	Ruch /n {0}
2011726767	Ruch /n {0}
2015399734	Bieg /n <hotkey>x2</hotkey> {0}
1130591802	Bieg {0}
1352061002	Kucnięcie /n {0}
451565714	Kucnięcie/n {0}
818918724	Wyświetl pole widzenia /n {0}
1803911677	Wyświetl pole widzenia /nPrzytrzymaj {0}
1329201872	Pole widzenia /n {0}
546518967	Pole widzenia /nPrzytrzymaj {0}
1734509107	Wyświetl pole widzenia /n Przytrzymaj {0}/n Wybierz{1}
1468795448	Szybki zapis /n {0}
805677071	Szybki zapis/n {0}
30740186	Przybliżenie /n {0}
991590334	Przybliżenie/n Przytrzymaj {0}
1218799266	Obrót kamery/n Przytrzymaj {0}
126308928	Obrót kamery/n Przytrzymaj {0}, obrót {1}
869364089	Zresetuj kamerę /n{0}
32296457	Zresetuj kamerę/n{0}
1976065184	Podnieś ciało/n {0}
1076383443	Upuść ciało/n Przytrzymaj {0}, wybierz miejsce {1}
1617048422	Upuść ciało/n {0}
631295312	Zwiąż/n {0}
1168533264	Zwiąż
210459605	Użyj/n {0}
1831549009	Użyj
1308652990	Zaznacz postać /n Przytrzymaj {0}, wybierz {1}
520147263	Zaznacz postać/n {0}
741847450	Tryb porachunków /n {0}
1638392578	Tryb porachunków/n {0}
100908021	Przeskocz/n
2083201227	Przeskocz/n
2001093994	Podnieś nóż /n PODEJDŹ <hotkey>BLISKO</hotkey>
2113789918	Podnieś nóż /n <hotkey>PODEJDŹ BLISKO</hotkey>
436268579	Podświetlenie/n {0}
1301298816	Podświetlenie/n {0}
1681608670	Strzelec
1107477338	Cooper
1455806789	Hektor
115484959	McCoy
1657907318	Kate
780032065	Isabelle
1683601941	Stella
1482129	Cywil
2140714460	Długi Płaszcz
1413190058	Frank
890092290	DeVitt
1731691163	Wayne
1234380554	Macho
366782154	Zbir
2056968755	James Cooper
663666488	Cooper
421750801	Długi Płaszcz
639273516	Jarvis
1745974188	Dzika Marge
1598571356	Książę
844354073	McBane
617153358	Josh
231357304	Barmanka
423656608	Pokerzysta nr 1
1117150295	Pokerzysta nr 2
169451094	Pokerzysta nr 3
215441153	Brutal z kompanii
889456816	Strażnik z kompanii
614728443	Wujek O'Hara
1070272398	Pies obronny
569349177	Kobieta z bronią
402270059	Macho
1520900021	Sędzia McGain
31931305	O´Neill
137554682	Pan Irving
2100952380	Bilya Dzieciak
1038617784	Mazen „Ryzykant” Bilto
159344247	Bertie Hill
998679126	Wałkoń Spencer
1321434840	Andy „Szybki” Hegyes
568378835	Dolores
1661613942	Cwany Wingman
1246909675	Trójpalczasta Jane
963694914	Burmistrz Higgins
61180315	Rosie
638049166	Baron
1998694387	Wielka Ann
1143681278	Chester Goodwill
1201834348	Louis Rąsia
1420130176	???
2123247603	Matthew „Śpioch” McElderly
1427262324	Hambino, „Lewa Ręka Diabła”
703449657	Jones „Lamus” McCodings
224526852	Felicity, „Prawa Ręka Diabła”
356379514	Ann' McGull
112931937	Detektyw Mo von Presswald
459512988	John „Popieprzony Operator” McRoth
405965771	Dom „Okoń” Lyn
133398481	Florence Smolker
1173975773	Ray Farewell
1936699364	Toby „Powolniak” Dalton
1322278176	Pechowa Lucy
1987592860	 Sprośna Ramona 
1125227931	Nieszczęsna Cem
628363203	Simon, Więzień Labiryntu 
475530897	Szeryf Dorian O'Really
863655585	Estela Ocelocie Oczy
513846601	Wielki Phil
948506850	Phil Podkówka 
511230854	Brzdękacz Peccoz Phil
1999491406	Muchołap Frilke
1022997599	Ramón Almodóvar
1710572236	Terence „Tykająca bomba” McSpencer
1986271992	Danny Sokole Oko
543996593	Jesse „Byk” Holiday
2012704045	Leo „Nic nie widziałem” Longley
877914855	Gina LeBrush
33790966	Billy „Pieprzony Świętoszek” Ben 
1109017931	Ann Nerwuska
951966108	Doktor Hook
2099011192	Sierżant Gdak
1065511466	Agent Szczek
1395653376	Zmiana poziomu trudności
117815360	Masz wrażenie, że gra jest zbyt trudna lub zbyt łatwa? Chcesz zmienić poziom trudności?
1063675042	Zmień
318843873	Nie, dzięki
1548642496	Własny poziom trudności
921142510	Czy wiesz, że możesz ustawić własny poziom trudności? Chcesz spróbować zrobić to teraz?
157714625	Ustaw
765367932	Nie, dzięki
383018457	Poziom trudności
1545645000	Łatwy
915383769	Łatwy poziom trudności wymaga ostrożności, lecz posiada pewien margines błędu. Wrogowie reagują wolniej i są mniej agresywni. Twoje postaci mają więcej zdrowia./n/nUWAGA: gorąco polecany dla graczy nowych lub powracających do gier taktycznych czasu rzeczywistego.
1038468303	Zwykła
1332767595	Normalny poziom trudności. Wrogowie reagują szybko. Twoje postaci mają umiarkowaną ilość zdrowia./n/nUWAGA: zalecany dla graczy z pewnym doświadczeniem w grach taktycznych czasu rzeczywistego.
626473240	Trudny
84533367	Trudny poziom jest dla tych, którzy posiadają rozległą wiedzę o mechanice taktycznych gier czasu rzeczywistego. Wrogowie reagują niemal natychmiastowo  i są bardziej agresywni. Twoje postaci mają mniej zdrowia./n/nUWAGA: zalecany dla weteranów gier strategicznych czasu rzeczywistego.
339664616	Desperado
2136073159	Poziom Desperado wymaga perfekcyjnego planowania i działania. Wrogowie reagują w mgnieniu oka. Postaci posiadają minimalną ilość zdrowia i zasób amunicji./n/nUWAGA: NIE JEST ZALECANY PRZY PIERWSZYM PRZECHODZENIU GRY, niezależnie od umiejętności gracza.
941977273	Rozstawienie wrogów
2116092462	Określa liczbę wrogów i częstotliwość występowania ich silniejszych rodzajów./n/nWSKAZÓWKA: zmień ten parametr, by wpłynąć na poziom trudności rozgrywki.
233722491	Prędkość wykrywania
1913750713	Określa prędkość, z jaką pole widzenia wroga wypełnia się na żółto, kiedy cię zauważy./n/nWSKAZÓWKA: zmień ten parametr, jeśli chcesz sprawdzić się w zakresie szybkiego reagowania.
450233968	Zdrowie gracza
677898624	Określa maksymalną liczbę punktów zdrowia, jaką mogą mieć twoje postaci./n/nWSKAZÓWKA: zmień ten parametr, jeśli chcesz zmniejszyć lub zwiększyć dopuszczalny margines błędu.
1826741812	Amunicja gracza
114054378	Określa ilość amunicji postaci na początku misji oraz ilość amunicji znajdowanej w skrzynkach./n/nWSKAZÓWKA: zmień ten parametr, by zwiększyć lub zmniejszyć ilość walki bronią palną w rozgrywce.
1202346510	Ustawienia własne
528226213	Liczba zapisów gry
511045945	Określa, ile razy możesz zapisać grę.
2001766354	Pauza w trybie porachunków
1193209278	Określa, czy tryb porachunków pauzuje grę przy aktywowaniu./n/nWSKAZÓWKA: na poziomie „Desperado” to ustawienie jest zawsze wyłączone.
1412281320	Pokazuj szczegóły
483977082	Bez ograniczeń
1258607113	Brak
1937357559	Odmowa
1962654553	Nie masz już dostępnych zapisów gry!
174418242	Ukryj szczegóły
1677114193	ROZSTAWIENIE WROGÓW – ŁATWY/n/n{0} Mniej wrogów/n{0} Mniej Machos i Długich Płaszczy
1469220682	ROZSTAWIENIE WROGÓW – ŚREDNI/n/n{0} Standardowe rozstawienie wrogów
1243964351	ROZSTAWIENIE WROGÓW – TRUDNY/n/n{0} Więcej wrogów/n{0} Więcej Machos i Długich Płaszczy
968757024	PRĘDKOŚĆ WYKRYWANIA – ŁATWY/n/n{0} 0,7 – Standardowe wykrycie/n{0} 0,9 – Wykrycie przemocy
1684567525	PRĘDKOŚĆ WYKRYWANIA – ŚREDNI/n/n{0} 1,0 – Standardowe wykrycie/n{0} 1,4 – Wykrycie przemocy
1663669697	PRĘDKOŚĆ WYKRYWANIA – TRUDNY/n/n{0} 2,3 – Standardowe wykrycie{0} 3,5 – Wykrycie przemocy
153038737	PRĘDKOŚĆ WYKRYWANIA – DESPERADO/n/n{0} 10 – Standardowe wykrycie/n{0} 10 – Wykrycie przemocy
1231246955	ZDROWIE GRACZA – ŁATWY/n/n{0} 4 PŻ – Cooper/n{0} 4 PŻ – McCoy/n{0} 6 PŻ – Hektor/n{0} PŻ – 4 Kate/n{0} 4 PŻ – Isabelle
1054089054	ZDROWIE GRACZA – ŚREDNI/n/n{0} 3 PŻ – Cooper/n{0} 3 PŻ – McCoy/n{0} 5 PŻ – Hektor/n{0} 3 PŻ – Kate/n{0} 3 PŻ – Isabelle
1741956856	ZDROWIE GRACZA – TRUDNY/n/n{0} 2 P – CooperŻ/n{0} 2 PŻ – McCoy/n{0} 4 PŻ – Hektor/n{0} 2 PŻ – Kate/n{0} 2 PŻ – Isabelle/n{0} Krótsza niewrażliwość po otrzymaniu obrażeń
1267650903	ZDROWIE GRACZA – DESPERADO/n/n{0} 2 PŻ – Cooper/n{0} 2 PŻ – McCoy/n{0} 4 PŻ – Hektor/n{0} 2 PŻ – Kate/n{0} 2 PŻ – Isabelle/n{0} Brak niewrażliwości po otrzymaniu obrażeń
1650756374	AMUNICJA GRACZA – ŁATWY/n/n{0} Na początku – 8, w skrzynce – 6 (Cooper)/n{0} Na początku – 5, w skrzynce – 4 (McCoy)/n{0} Na początku – 4, w skrzynce – 4 (Hektor)/n{0} Na początku – 5, w skrzynce – 4 (Kate)/n{0} Na początku – 4, w skrzynce – 2 (Isabelle)
1428667906	AMUNICJA GRACZA – ŚREDNI/n/n{0} Na początku – 8, w skrzynce – 6 (Cooper)/n{0} Na początku – 4, w skrzynce – 3 (McCoy)/n{0} Na początku – 3, w skrzynce – 2 (Hektor)/n{0} Na początku – 4, w skrzynce – 3 (Kate)/n{0} Na początku – 3, w skrzynce – 2 (Isabelle)
1315085301	AMUNICJA GRACZA – TRUDNY/n/n{0} Na początku – 6, w skrzynce – 4 (Cooper)/n{0} Na początku – 3, w skrzynce – 3 (McCoy)/n{0} Na początku – 2, w skrzynce – 2 (Hektor)/n{0} Na początku – 3, w skrzynce – 2 (Kate)/n{0} Na początku – 3, w skrzynce – 2 (Isabelle)
1262354350	AMUNICJA GRACZA – DESPERADO/n/n{0} Na początku – 4, w skrzynce – 2 (Cooper)/n{0} Na początku – 2, w skrzynce – 2 (McCoy)/n{0} Na początku – 2, w skrzynce – 1 (Hektor)/n{0} Na początku – 2, w skrzynce – 2 (Kate)/n{0} Na początku – 3, w skrzynce – 2 (Isabelle)
1285047320	OSZUSTWA
910742298	Niewidzialność
841991396	Nieśmiertelność
1213027042	Polecenie zabójstwa
2057061249	Przeniesienie postaci
1980515834	Umieść Hektora
28104649	Umieść Coopera
2044508211	Umieść McCoya
38551962	Umieść Isabelle
1217814824	Umieść Kate
212732831	Spraw, by wszystkie zaznaczone postaci stały się niewidzialne.
898633805	Spraw, by wszystkie zaznaczone postaci stały się nieśmiertelne.
1525480422	Zabij cel jednym naciśnięciem przycisku.
1233503992	Przenieść wszystkie zaznaczone postaci do wybranego miejsca.
475449635	Umieść Hektora w wybranym miejscu.
1246881435	Umieść Coopera w wybranym miejscu.
236663614	Umieść McCoya w wybranym miejscu.
1389313657	Umieść Isabelle w wybranym miejscu.
785635210	Umieść Kate w wybranym miejscu.
537635851	Oszukujesz!
1338935816	Oszukując, nie można odblokować odznak.
859114774	Wyzwania Barona
1049284093	Szepty w ciemności
1880366148	Ukończono
2094026160	Nowe!
502931271	Baron kryje się w cieniu. Skontaktuje się z tobą w odpowiednim momencie.
2141318135	Baron zauważa cię
1197034691	Kontaktuje się z tobą tajemniczy człowiek, który przedstawia się jako Baron. Twoje działania przykuły uwagę jego klientów, więc oferuje ci szansę uczestnictwa w ekskluzywnych wyzwaniach, by dostarczyć im rozrywki./n/nWróć do znanych lokacji, by ukończyć wyjątkowe wyzwania z zupełnie nowymi celami misji. Baron zechce sprawdzić twoje umiejętności w grze, zmieniając czasem jej mechanikę w niespodziewany sposób.
1313161225	Nowe wyzwanie
35945019	Baron ma dla ciebie nowe wyzwanie.
2018848112	Ostrzeżenie przed spoilerem
1552851905	W tym wyzwaniu pojawiają się postaci grywalne, które nie były jeszcze wprowadzone w głównej historii. Aby uniknąć spoilerów, zalecamy powrócić tu po ukończeniu misji 9.
1362688929	W tym wyzwaniu pojawia się Isabelle Moreau, grywalna postać, która nie była jeszcze wprowadzona w głównej historii. Aby uniknąć spoilerów, zalecamy powrócić tu po ukończeniu misji 9.
1951547925	W tym wyzwaniu pojawia się Kate O'Hara, grywalna postać, która nie była jeszcze wprowadzona w głównej historii. Aby uniknąć spoilerów, zalecamy powrócić tu po ukończeniu misji 4.
1029874240	Baron cię oczekuje
1157655411	Wszystkie grywalne postaci zostały już wprowadzone. W wyzwaniach barona nie ma teraz żadnych spoilerów. Dobrej zabawy!
659216221	Zniknięcie
309882009	Ktoś wpycha pod drzwiami twojego pokoju w saloonie zapieczętowany list. Podnosisz go, rozpoznając woskową pieczęć Barona./n/n„Ile to już czasu minęło od Flagstone, przyjazna duszo? To zaskakujące, jak niewiele się zmieniło. Może mnie odwiedzisz? Czeka na ciebie nowe wyzwanie”./n/nPytasz o posłańca, który dostarczył list, lecz nikt go nie widział.
370901028	Baron przywołał cię do Flagstone, by postawić cię przed najnowszym wyzwaniem. Twoim zadaniem jest wyeliminowanie sprzedawcy oleju wężowego, który handluje swoim towarem w samym centrum miasta, a następnie dostarczenie jego ciała do rozkopanego grobu przy kościele.
1447220327	Ryzyko handlu
1794102132	Jakiś kurier mija cię bez słowa, wciskając ci do rąk lekko pomiętą wiadomość, w której poznajesz odręczne pismo Barona./n/n„Podobno twoja ostatnia wizyta na ranczu O'Hary była spektakularna. Mam tam dla ciebie nowe wyzwanie, jeśli cię to interesuje”./n/nOdwracasz się, próbując złapać kuriera, lecz ten zniknął już w tłumie.
1275070322	Wracasz na ranczo O'Hary, by podjąć nowe wyzwanie Barona. Twoim zadaniem jest zabicie wszystkich celów bez użycia broni. Zamiast tego musisz polegać na elementach otoczenia.
1120194126	Trzech bezimiennych mężczyzn
2002330802	Tuż obok ciebie otwiera się okno dyliżansu. Ręka w rękawiczce podaje ci pocztówkę podpisaną przez Barona./n/n„Pozdrowienia z Baton Rouge, dobra duszo! Miejscowi opowiadają mi o tobie mnóstwo rzeczy. Może przyjedziesz tu do mnie na drinka? Wymyśliłem już nowe wyzwanie”./n/nZanim zdążysz o cokolwiek spytać, okno zamyka się, a dyliżans odjeżdża, znikając za rogiem najbliższego budynku.
251713547	Przyjeżdżasz do Baton Rouge, gdzie czeka cię kolejne wyzwanie Barona. Chce, by ciała trzech ludzi zostały przez ciebie dostarczone do trumien wewnątrz banku. Nie masz pojęcia, gdzie owi ludzie są, wiesz jedynie, że kogoś przypominają.
724854570	Potrójna pułapka na niedźwiedzie
2094260086	Idąc brzegiem rzeki natykasz się na starą butelkę po whiskey zakopaną do połowy w piasku. Wewnątrz znajdujesz mokry kawałek papieru oznaczony pieczęcią Barona./n/n „Na brzegach Missisipi można znaleźć wiele rzeczy, dobra duszo. Łowców niewolników, nowych sojuszników... Co powiesz na nowe wyzwanie ode mnie?”/n/nRozglądasz się za kimś, kto mógłby zostawić butelkę, lecz nie dostrzegasz nikogo.
